,Region_name,Observed_indoor_richness,Observed_naturalized_richness,Projected_naturalized_richness_indoor_current,Projected_naturalized_richness_indoor_2C,Projected_naturalized_richness_indoor_4C,Projected_naturalized_richness_difference_2C,Projected_naturalized_richness_difference_4C,Projected_naturalized_richness_difference_warm_scen,Observed_harmful_indoor_richness,Observed_harmful_naturalized_richness,Projected_harmful_naturalized_richness_indoor_current,Projected_harmful_naturalized_richness_indoor_2C,Projected_harmful_naturalized_richness_indoor_4C,Projected_harmful_naturalized_richness_difference_2C,Projected_harmful_naturalized_richness_difference_4C,Projected_harmful_naturalized_richness_warm_scen,Observed_env_impact_indoor,Observed_env_impact_naturalized,Cumulative_env_SWIS_indoor_current,Cumulative_env_SWIS_indoor_2C,Cumulative_env_SWIS_indoor_4C,Projected_env_SWIS_difference_2C,Projected_env_SWIS_difference_4C,Projected_env_SWIS_difference_warm_scen,Observed_soc_impact_indoor,Observed_soc_impact_naturalized,Cumulative_soc_SWIS_indoor_current,Cumulative_soc_SWIS_indoor_2C,Cumulative_soc_SWIS_indoor_4C,Projected_soc_SWIS_difference_2C,Projected_soc_SWIS_difference_4C,Projected_soc_SWIS_difference_warm_scen
440,Veracruz,1,27,0.068646304,0.078222208,0.104831408,0.009575904,0.036185104,0.0266092,NA,12,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA
441,Vermont,1,2,0.000560543,0.000960276,0.002439758,0.000399733,0.001879215,0.001479482,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
442,Vichada,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
443,Victoria,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
444,Vietnam,1,14,0.738588785,0.76302269,0.818791147,0.024433905,0.080202362,0.055768458,1,5,0.738588785,0.76302269,0.818791147,0.024433905,0.080202362,0.055768458,14,34,10.34024299,10.68231765,11.46307606,0.342074665,1.122833074,0.78075841,6,23,4.43153271,4.578136137,4.912746885,0.146603428,0.481214175,0.334610747
445,Virginia,3,13,0.511179978,0.560964739,0.712058929,0.049784762,0.200878952,0.15109419,2,4,0.503781828,0.552251046,0.698313136,0.048469218,0.194531308,0.14606209,19,31,5.926917107,6.478156031,8.102918489,0.551238925,2.176001382,1.624762458,8,29,2.522233863,2.756458004,3.446116409,0.23422414,0.923882546,0.689658406
446,Wake Atoll,NA,7,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
447,Wallis and Futuna,NA,21,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA
448,Washington,7,7,0.495925768,0.663499531,1.010320234,0.167573763,0.514394466,0.346820704,4,2,0.486777732,0.650739657,0.98854503,0.163961925,0.501767298,0.337805373,22,19,1.764491018,2.362935215,3.69342382,0.598444197,1.928932802,1.330488605,14,10,1.88014695,2.493510723,3.735419431,0.613363773,1.85527248,1.241908707
449,West Bengal,NA,10,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
450,West Virginia,2,NA,0.311812455,0.34089575,0.429342112,0.029083294,0.117529656,0.088446362,1,NA,0.30873613,0.337202565,0.42317444,0.028466435,0.11443831,0.085971875,4,NA,1.23494452,1.348810259,1.692697761,0.113865739,0.45775324,0.343887502,0,NA,0,0,0,0,0,0
451,Western Sahara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Wisconsin,5,2,0.291609725,0.389636677,0.756140864,0.098026952,0.464531138,0.366504187,4,1,0.291098774,0.388897947,0.754312852,0.097799174,0.463214078,0.365414905,23,9,1.33979132,1.763484855,3.361868199,0.423693535,2.022076879,1.598383344,12,6,0.797737286,1.102903697,2.289923105,0.30516641,1.492185819,1.187019408
453,Wyoming,1,NA,0.001410947,0.001873342,0.003518606,0.000462395,0.002107659,0.001645264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,Xinjiang,1,NA,0.000195018,0.000269068,0.000595464,7.40E-05,0.000400446,0.000326397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,Xizang,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,Yemen,NA,28,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA
457,Yucatan,NA,15,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA
458,Yukon Territory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,Yunnan,NA,15,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
460,Zacatecas,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
461,Zambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,Zhejiang,1,10,0.032934021,0.042559445,0.069532581,0.009625424,0.03659856,0.026973136,NA,4,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
463,Zimbabwe,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
464,Distrito Federal Mexico,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
465,Cordoba Colombia,NA,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
466,Amazonas_Brazil,NA,7,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
467,Cordoba Argentina,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
468,Amazonas,NA,8,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
469,Chile_n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,Chile_nc,NA,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
471,Chile_c,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
472,Los Lagos,1,1,0.066086497,0.083217724,0.108266188,0.017131226,0.042179691,0.025048464,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
473,Chile_s,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
474,Aegean Islands,1,12,0.334624605,0.429423471,0.520587575,0.094798866,0.18596297,0.091164105,1,3,0.334624605,0.429423471,0.520587575,0.094798866,0.18596297,0.091164105,9,9,3.011621445,3.864811235,4.685288179,0.85318979,1.673666733,0.820476943,9,9,3.011621445,3.864811235,4.685288179,0.85318979,1.673666733,0.820476943
475,Austral Islands,NA,30,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA
476,Azores Islands,NA,10,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
477,Balearic Islands,1,14,0.022624816,0.030171588,0.043040623,0.007546772,0.020415806,0.012869035,NA,3,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
478,Cameroon line Archipelago,NA,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
479,Canary Islands,1,32,0.946464881,0.949981087,0.955913368,0.003516206,0.009448487,0.005932282,NA,12,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA
480,Caroline Islands,NA,38,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
481,Chagos Archipelago,NA,9,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
482,Channel Islands,2,1,0.622238168,0.666050452,0.75067215,0.043812283,0.128433982,0.084621698,1,NA,0.599325733,0.638455405,0.710826842,0.039129673,0.111501109,0.072371437,14,NA,8.390560259,8.938375674,9.951575789,0.547815415,1.56101553,1.013200115,6,NA,3.595954397,3.830732432,4.264961052,0.234778035,0.669006656,0.434228621
483,Cocos Island (Costa Rica),NA,13,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
484,Commander Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,Crete,NA,11,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
486,D'Entrecasteaux Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,Daito Islands,NA,19,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA
488,Easter Island,NA,11,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
489,Enggano Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,Fernando de Noronha Archipelago,NA,7,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
491,Galapagos Islands,NA,37,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA
492,Galite Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,Gambier Islands,NA,20,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA
494,Hispaniola,NA,31,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA
495,Ionian Islands,NA,7,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
496,Islas Marias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,Izu Islands,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
498,Jeju Island,1,3,0.03015044,0.038805162,0.06265574,0.008654722,0.032505299,0.023850578,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
499,Juan Fernandez Islands,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
500,Kerguelen Islands,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
501,Kermadec Islands,NA,7,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
502,Krakatau Islands,NA,8,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
503,Kuril Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,Lesser Antilles,NA,47,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
505,Lesser Sunda Islands,NA,13,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
506,Line Islands,NA,16,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA
507,Lord Howe Island,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
508,Louisiade Archipelago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,Loyalty Islands,NA,11,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
510,Madeira Islands,NA,15,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
511,Mariana Islands,NA,42,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA
512,Marquesas Islands,NA,30,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
513,Mascarene Islands,NA,50,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA
514,Mentawai Islands,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,Mozambique Channel Islands,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
516,Natuna Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,Nias Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,Ogasawara Islands,NA,30,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
519,Oki Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,Pantelleria Island,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,Pelagie Islands,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
522,Phoenix Islands,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
523,Pontine Islands,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
524,Raja Ampat Islands,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
525,Revillagigedo Islands,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
526,Riau Archipelago,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
527,Saint Helena Ascension Tristan da Cunha,NA,17,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
528,Sakhalin Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,Satsunan Islands,NA,23,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA
530,Schouten Islands,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
531,Senkaku Islands,NA,9,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
532,Simeulue Island,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
533,Society Islands,NA,40,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA
534,Socotra Archipelago,NA,19,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
535,Thousand Islands,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
536,Torres Strait Islands,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
537,Trobriand Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,Tsushima Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,Tuamotu Islands,NA,29,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
540,Tuscan Archipelago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,Volcano Islands,NA,21,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA
542,Woodlark Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Zanzibar Archipelago,NA,8,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
544,Yaeyama Islands,NA,30,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA
